gene,lp
isogroup34963,-1.05
isogroup34964,0.37
isogroup34965,0.12
isogroup34966,0.1
isogroup34967,-1.05
isogroup34968,-0.04
isogroup34969,-0.43
isogroup3497,-3.14
isogroup34970,-1.2
isogroup34971,-0.32
isogroup34972,-0.15
isogroup34974,-1.14
isogroup34975,0.27
isogroup34976,0.1
isogroup34977,1.1
isogroup34978,-0.01
isogroup34979,0.42
isogroup3498,0.18
isogroup34980,0
isogroup34981,0.55
isogroup34982,0.84
isogroup34984,-0.43
isogroup34985,0.18
isogroup34986,-0.51
isogroup34987,-0.46
isogroup34988,-0.58
isogroup3499,-2.08
isogroup34990,0.01
isogroup34991,-0.26
isogroup34992,0.22
isogroup34993,0.02
isogroup34994,-0.04
isogroup34995,0.03
isogroup34996,-0.41
isogroup34997,-1.04
isogroup34999,-0.96
isogroup35,-0.18
isogroup350,0.46
isogroup3500,-0.05
isogroup35000,-0.2
isogroup35001,0.31
isogroup35002,0.8
isogroup35003,0.33
isogroup35004,-0.45
isogroup35005,0.06
isogroup35006,0.36
isogroup35007,0.16
isogroup35008,0.29
isogroup35009,0.37
isogroup3501,1.68
isogroup35010,0.17
isogroup35011,0.05
isogroup35012,-1.53
isogroup35013,-2.72
isogroup35014,0.64
isogroup35015,0.02
isogroup35016,-0.22
isogroup35018,0.44
isogroup35019,3
isogroup3502,-0.06
isogroup35020,-0.7
isogroup35021,0.35
isogroup35022,-1.12
isogroup35023,-0.06
isogroup35024,-0.13
isogroup35025,-0.15
isogroup35026,-0.55
isogroup35027,0.06
isogroup35028,-0.42
isogroup35029,1.73
isogroup3503,0.25
isogroup35030,0.31
isogroup35031,0.68
isogroup35032,-0.3
isogroup35033,-1.14
isogroup35034,-0.1
isogroup35035,2.57
isogroup35036,-0.11
isogroup35037,0.93
isogroup35038,-0.02
isogroup35039,-0.61
isogroup3504,1.64
isogroup35040,0.39
isogroup35041,0.65
isogroup35042,-1.13
isogroup35043,-0.1
isogroup35044,1.55
isogroup35045,-0.45
isogroup35046,-0.46
isogroup35047,0.69
isogroup35048,0.19
isogroup35049,0.04
isogroup3505,-0.02
isogroup35050,-2.02
isogroup35051,-0.77
isogroup35052,0.49
isogroup35053,-0.1
isogroup35055,-0.11
isogroup35056,0.17
isogroup35057,-0.34
isogroup35058,-0.3
isogroup35059,-0.55
isogroup3506,0.29
isogroup35060,0.28
isogroup35062,-0.12
isogroup35063,1.05
isogroup35064,-1.52
isogroup35065,-0.38
isogroup35066,0.06
isogroup35067,-0.22
isogroup35068,1.69
isogroup35069,-0.49
isogroup3507,0.21
isogroup35070,-3.2
isogroup35071,-0.59
isogroup35072,0.11
isogroup35073,-0.36
isogroup35074,-0.13
isogroup35075,-0.62
isogroup35076,-0.75
isogroup35077,-0.09
isogroup35078,0.01
isogroup35079,-1.04
isogroup3508,0.18
isogroup35080,1.52
isogroup35081,0.3
isogroup35082,0.14
isogroup35083,-0.14
isogroup35084,0.56
isogroup35085,1.29
isogroup35086,0.1
isogroup35087,-0.29
isogroup35088,0.29
isogroup35089,-0.32
isogroup3509,2.72
isogroup35090,-0.71
isogroup35091,0.09
isogroup35093,1.64
isogroup35094,3.42
isogroup35095,-0.05
isogroup35096,0.15
isogroup35097,-0.4
isogroup35098,-1.03
isogroup35099,0.45
isogroup351,-2.99
isogroup3510,0.19
isogroup35101,-0.37
isogroup35102,-0.17
isogroup35104,0
isogroup35105,-0.47
isogroup35106,0.81
isogroup35107,-0.06
isogroup35108,0.52
isogroup35109,1.8
isogroup3511,-0.24
isogroup35111,0.12
isogroup35112,-0.84
isogroup35113,0.47
isogroup35114,3.55
isogroup35115,-0.31
isogroup35116,-0.37
isogroup35117,0.82
isogroup35119,0.46
isogroup3512,-1.51
isogroup35120,-0.75
isogroup35121,-0.29
isogroup35122,0.82
isogroup35123,0.18
isogroup35124,0
isogroup35125,0.22
isogroup35126,-0.12
isogroup35127,-0.2
isogroup35128,1.24
isogroup35129,-1.11
isogroup3513,0.8
isogroup35130,-1.82
isogroup35131,-0.45
isogroup35133,-0.14
isogroup35134,-0.03
isogroup35135,0.09
isogroup35136,-0.04
isogroup35137,-0.14
isogroup35138,-0.11
isogroup35139,1.19
isogroup3514,-0.92
isogroup35140,0.17
isogroup35142,0.28
isogroup35144,-0.29
isogroup35145,2.32
isogroup35146,0.41
isogroup35147,-0.05
isogroup35148,0.88
isogroup35149,0.41
isogroup35151,-0.3
isogroup35153,0.18
isogroup35154,0.04
isogroup35155,-0.37
isogroup35156,-0.96
isogroup35157,-0.54
isogroup35158,-0.01
isogroup35159,0.34
isogroup3516,0.04
isogroup35160,-0.22
isogroup35162,-0.07
isogroup35163,0.02
isogroup35164,6.38
isogroup35165,-0.21
isogroup35167,0.1
isogroup35168,-0.03
isogroup35169,2.58
isogroup3517,-0.12
isogroup35170,0.44
isogroup35171,-0.32
isogroup35172,0.88
isogroup35173,1.17
isogroup35174,-0.99
isogroup35175,-1.17
isogroup35176,0.68
isogroup35177,0.05
isogroup35178,-0.8
isogroup35179,0.54
isogroup3518,-0.18
isogroup35180,1.19
isogroup35181,-0.11
isogroup35182,-0.9
isogroup35184,-0.1
isogroup35185,-0.56
isogroup35186,-0.47
isogroup35187,0.51
isogroup35188,-0.06
isogroup35189,-1.21
isogroup3519,-1.4
isogroup35190,0.04
isogroup35191,0.75
isogroup35192,-0.39
isogroup35193,0.4
isogroup35196,-0.01
isogroup35199,-1
isogroup352,-2.88
isogroup3520,0.18
isogroup35200,-0.28
isogroup35201,-0.66
isogroup35202,0.12
isogroup35203,-0.32
isogroup35205,3.94
isogroup35206,-0.31
isogroup35207,-0.75
isogroup35208,0.46
isogroup35209,-0.33
isogroup3521,-0.31
isogroup35210,-0.91
isogroup35211,-0.1
isogroup35212,-0.19
isogroup35213,0.02
isogroup35214,0.82
isogroup35215,0.77
isogroup35216,-0.53
isogroup35217,-0.01
isogroup35218,0.02
isogroup35219,-0.9
isogroup3522,0.01
isogroup35220,-0.1
isogroup35221,0.29
isogroup35222,0.46
isogroup35223,1.25
isogroup35224,0.41
isogroup35225,-0.25
isogroup35226,0.19
isogroup35227,-0.02
isogroup35228,-0.15
isogroup35229,0.57
isogroup3523,-0.17
isogroup35230,-0.46
isogroup35231,0.04
isogroup35232,-1.32
isogroup35233,1.46
isogroup35234,-0.11
isogroup35235,-0.25
isogroup35236,0.25
isogroup35237,-1.13
isogroup35238,-1.26
isogroup35239,0.49
isogroup3524,-1.37
isogroup35240,0.56
isogroup35241,0.08
isogroup35242,0.34
isogroup35244,-0.29
isogroup35245,-0.06
isogroup35246,0.07
isogroup35247,-0.01
isogroup35248,-0.11
isogroup35249,0.51
isogroup3525,-1.57
isogroup35250,-0.02
isogroup35251,-0.36
isogroup35252,-0.06
isogroup35253,0.16
isogroup35254,-0.28
isogroup35255,1.29
isogroup35256,1.27
isogroup35257,4.79
isogroup35258,-0.69
isogroup35259,-0.05
isogroup3526,-0.29
isogroup35260,0.13
isogroup35262,0
isogroup35263,-0.04
isogroup35264,-0.1
isogroup35265,-2.88
isogroup35266,-0.02
isogroup35268,1.94
isogroup35269,-0.02
isogroup3527,-1.23
isogroup35270,0.05
isogroup35271,0.59
isogroup35272,-0.95
isogroup35273,-0.53
isogroup35274,-0.36
isogroup35275,0.36
isogroup35276,0.47
isogroup35277,-0.04
isogroup35278,-0.24
isogroup35279,0.57
isogroup35280,-0.35
isogroup35281,0.58
isogroup35283,-0.13
isogroup35284,-0.22
isogroup35285,0.09
isogroup35286,0.48
isogroup35287,0.38
isogroup35288,0.08
isogroup35289,-0.62
isogroup3529,-1.44
isogroup35290,1.71
isogroup35291,0.36
isogroup35292,-1.56
isogroup35295,-0.03
isogroup35296,-1.23
isogroup35297,-0.28
isogroup35298,-0.03
isogroup35299,-1.09
isogroup353,-0.39
isogroup3530.1,0.25
isogroup35300,-0.15
isogroup35301,-0.12
isogroup35302,-0.33
isogroup35303,0.15
isogroup35304,0.14
isogroup35305,0.07
isogroup35306,0.64
isogroup35307,0.09
isogroup35308,-2.25
isogroup35309,-0.51
isogroup3531,0.39
isogroup35310,0.74
isogroup35311,0.25
isogroup35312,-0.17
isogroup35313,1.77
isogroup35314,0.05
isogroup35315,-0.73
isogroup35316,0.06
isogroup35317,-1.97
isogroup35318,0.43
isogroup35319,0.06
isogroup3532,-2.87
isogroup35320,1.21
isogroup35322,-0.88
isogroup35323,-0.19
isogroup35324,-0.14
isogroup35326,-1.62
isogroup35328,0.14
isogroup35329,0.02
isogroup3533,-1.12
isogroup35330,-0.31
isogroup35331,0.42
isogroup35332,-0.06
isogroup35333,0.26
isogroup35334,0.12
isogroup35336,1.69
isogroup35337,0.04
isogroup35338,-0.91
isogroup35339,-0.58
isogroup3534,2.05
isogroup35340,0.22
isogroup35341,0.62
isogroup35342,-1.18
isogroup35343,0.1
isogroup35344,0.82
isogroup35345,0.28
isogroup35346,-0.78
isogroup35347,0.22
isogroup35348,0.8
isogroup35349,-0.5
isogroup3535,-1.07
isogroup35350,0.28
isogroup35351,-0.18
isogroup35353,-0.08
isogroup35354,-0.74
isogroup35355,0.59
isogroup35356,0.23
isogroup35358,-0.22
isogroup35359,0.05
isogroup3536,0
isogroup35360,-0.05
isogroup35361,0.03
isogroup35362,-1.01
isogroup35363,-0.21
isogroup35364,-0.85
isogroup35365,0.06
isogroup35366,-0.43
isogroup35367,-0.5
isogroup35368,0.54
isogroup3537,-0.03
isogroup35370,0.76
isogroup35371,0.15
isogroup35372,-0.14
isogroup35373,0.55
isogroup35375,-0.08
isogroup35378,0.58
isogroup35379,-0.04
isogroup3538,0.46
isogroup35380,0.04
isogroup35381,0.94
isogroup35383,0.21
isogroup35386,0.41
isogroup35387,1.19
isogroup35389,-1.57
isogroup3539,1.37
isogroup35390,0.1
isogroup35391,-0.14
isogroup35392,-0.3
isogroup35393,-0.63
isogroup35394,0.53
isogroup35395,0
isogroup35396,0.07
isogroup35398,-0.56
isogroup35399,-0.05
isogroup3540,0.34
isogroup35400,-0.84
isogroup35401,0.91
isogroup35402,0.46
isogroup35403,-0.22
isogroup35404,-0.67
isogroup35405,0.51
isogroup35406,0.22
isogroup35407,-0.95
isogroup35408,-1.48
isogroup35409,0.06
isogroup3541,0.28
isogroup35410,0.06
isogroup35411,0.01
isogroup35412,-0.12
isogroup35413,-2
isogroup35415,-0.09
isogroup35416,0.73
isogroup35417,-0.27
isogroup35418,-1.44
isogroup35419,0.54
isogroup3542,-0.42
isogroup35420,1.6
isogroup35421,0.41
isogroup35423,-0.5
isogroup35424,0.33
isogroup35425,-0.88
isogroup35426,0.82
isogroup35427,-0.01
isogroup35429,0.11
isogroup3543,1.22
isogroup35430,0.2
isogroup35431,0.46
isogroup35432,0.05
isogroup35433,0.3
isogroup35434,-0.11
isogroup35435,0.27
isogroup35436,-0.22
isogroup35437,0.66
isogroup35438,1.04
isogroup35439,-0.01
isogroup3544,0.77
isogroup35440,0.12
isogroup35441,0.42
isogroup35442,0.16
isogroup35443,0.19
isogroup35444,0.08
isogroup35445,-0.55
isogroup35446,-0.18
isogroup35447,0.33
isogroup35448,-0.17
isogroup35449,-1.15
isogroup3545,1.65
isogroup3545.1,2.97
isogroup35450,-1.06
isogroup35451,-0.58
isogroup35452,0.37
isogroup35453,0.09
isogroup35454,0.15
isogroup35455,-0.04
isogroup35456,-0.17
isogroup35459,0.19
isogroup3546,0.91
isogroup35460,0.36
isogroup35461,-0.14
isogroup35462,-0.47
isogroup35463,0.57
isogroup35464,-0.01
isogroup35465,-0.07
isogroup35466,-0.2
isogroup35467,-0.75
isogroup35468,-0.56
isogroup35469,-0.07
isogroup3547,0.22
isogroup35470,0.45
isogroup35471,3.83
isogroup35472,1.97
isogroup35473,-0.61
isogroup35474,-0.33
isogroup35475,-0.58
isogroup35476,-0.34
isogroup35478,0.08
isogroup35479,-0.18
isogroup3548,-0.11
isogroup35480,-0.35
isogroup35481,0.13
isogroup35482,0.36
isogroup35483,0.24
isogroup35485,-0.02
isogroup35486,-0.11
isogroup35487,0.11
isogroup35488,-0.35
isogroup35489,0.41
isogroup35492,1.28
isogroup35493,0.07
isogroup35495,-0.08
isogroup35496,-0.41
isogroup35497,-0.51
isogroup35499,0.53
isogroup355,0.31
isogroup3550,-0.1
isogroup35500,0.08
isogroup35501,-0.49
isogroup35502,0.41
isogroup35503,0.42
isogroup35504,0.04
isogroup35506,-0.27
isogroup35507,0
isogroup35508,-0.14
isogroup35509,-0.33
isogroup3551,0.08
isogroup3551.1,0
isogroup35510,0.2
isogroup35512,0.36
isogroup35513,-0.79
isogroup35514,0.52
isogroup35515,-0.22
isogroup35516,0.27
isogroup35518,0.91
isogroup35519,-0.17
isogroup3552,-0.17
isogroup35520,-0.4
isogroup35522,0.55
isogroup35523,2.47
isogroup35524,-0.04
isogroup35525,0.32
isogroup35526,-0.36
isogroup35528,-1.99
isogroup35529,0.66
isogroup3553,1.59
isogroup35532,-1.39
isogroup35533,-0.06
isogroup35534,-0.03
isogroup35535,-0.37
isogroup35538,-0.34
isogroup35539,0.32
isogroup3554,-0.64
isogroup35540,0.54
isogroup35541,-0.8
isogroup35542,0.04
isogroup35544,-0.99
isogroup35545,-0.02
isogroup35546,0.5
isogroup35547,0.69
isogroup35548,-0.42
isogroup3555,0.32
isogroup35550,-0.23
isogroup35551,0.2
isogroup35552,-0.27
isogroup35553,-2.33
isogroup35554,-0.07
isogroup35555,0.86
isogroup35556,-0.22
isogroup35557,0.04
isogroup35558,-0.84
isogroup35559,-0.81
isogroup3556,-0.6
isogroup35560,-1.04
isogroup35561,3.08
isogroup35562,-0.28
isogroup35563,0.29
isogroup35564,-0.29
isogroup35565,0.11
isogroup35566,0.37
isogroup35567,0.71
isogroup35568,-0.94
isogroup35569,6.44
isogroup3557,0.04
isogroup35570,1.34
isogroup35571,0.08
isogroup35572,-0.28
isogroup35573,0.37
isogroup35574,0.28
isogroup35576,-0.74
isogroup35577,-1.97
isogroup35578,-0.1
isogroup35579,0.25
isogroup3558,0.36
isogroup35580,-0.11
isogroup35581,-0.56
isogroup35582,-0.43
isogroup35583,-4.04
isogroup35584,0.64
isogroup35585,-0.24
isogroup35586,-0.24
isogroup35587,0.01
isogroup35588,-0.12
isogroup35589,-0.05
isogroup3559,0.65
isogroup35590,-0.63
isogroup35591,-0.17
isogroup35592,-0.5
isogroup35594,0.18
isogroup35595,0.29
isogroup35596,0.51
isogroup35598,-0.43
isogroup35599,-0.32
isogroup356,-1.28
isogroup3560,-0.31
isogroup35600,0.36
isogroup35601,0.37
isogroup35602,-0.03
isogroup35603,-1.83
isogroup35604,0.16
isogroup35605,-0.63
isogroup35606,-0.43
isogroup35607,0.05
isogroup35608,-0.51
isogroup35609,-0.7
isogroup3561,-1.31
isogroup35610,-0.33
isogroup35611,-0.13
isogroup35612,-0.04
isogroup35613,-0.23
isogroup35614,0.6
isogroup35615,-0.65
isogroup35616,-0.07
isogroup35617,-0.55
isogroup35618,0.06
isogroup35619,-0.11
isogroup3562,-0.57
isogroup35621,0.83
isogroup35622,-0.06
isogroup35623,0
isogroup35624,-0.03
isogroup35625,0.66
isogroup35627,0.19
isogroup35628,0.07
isogroup35629,0.05
isogroup3563,-0.81
isogroup35630,0.27
isogroup35631,-0.88
isogroup35632,-0.37
isogroup35633,-0.5
isogroup35634,-0.21
isogroup35635,0.01
isogroup35636,0.1
isogroup35638,0.08
isogroup35639,-0.97
isogroup3564,0.43
isogroup35640,0.24
isogroup35641,-0.29
isogroup35642,-0.17
isogroup35644,3.07
isogroup35645,0.05
isogroup35646,0.11
isogroup35647,-0.27
isogroup35648,-0.81
isogroup35649,1.61
isogroup3565,0.05
isogroup35651,-0.4
isogroup35652,0.05
isogroup35653,1.14
isogroup35654,-0.02
isogroup35655,0.14
isogroup35656,0.12
isogroup35657,-0.93
isogroup35658,0.42
isogroup35659,-2.34
isogroup3566,-0.14
isogroup35660,-0.22
isogroup35661,-2.11
isogroup35662,-0.5
isogroup35663,-0.31
isogroup35664,-1.75
isogroup35665,0.02
isogroup35666,-0.03
isogroup35667,0.07
isogroup35668,-0.51
isogroup35669,0.26
isogroup3567,-0.95
isogroup35670,0.03
isogroup35671,-1.26
isogroup35672,-0.14
isogroup35673,-0.25
isogroup35674,-0.44
isogroup35675,1.85
isogroup35676,-0.35
isogroup35677,-0.29
isogroup35678,0.02
isogroup3568,-0.53
isogroup35680,-0.23
isogroup35681,4.3
isogroup35682,-0.2
isogroup35683,-0.62
isogroup35684,-0.19
isogroup35685,0.11
isogroup35687,0.49
isogroup35688,0.06
isogroup35689,-0.56
isogroup3569,-0.37
isogroup35690,-1.6
isogroup35691,-0.03
isogroup35692,0.37
isogroup35693,-0.59
isogroup35694,0.37
isogroup35695,-0.84
isogroup35696,0.32
isogroup35697,0.62
isogroup35698,-0.4
isogroup35699,-0.24
isogroup357,-0.23
isogroup357.1,-1.05
isogroup3570,0.79
isogroup35700,-0.37
isogroup35701,-1.06
isogroup35702,-5.77
isogroup35704,-0.34
isogroup35705,-0.06
isogroup35706,-0.13
isogroup35709,-0.08
isogroup3571,-0.8
isogroup35710,-0.46
isogroup35711,-0.71
isogroup35712,-3.72
isogroup35713,0.05
isogroup35714,-1.57
isogroup35715,-1.37
isogroup35716,-0.14
isogroup35717,0.23
isogroup35718,0.21
isogroup35719,0.45
isogroup3572,1.54
isogroup35720,-1.14
isogroup35721,0.99
isogroup35722,-0.22
isogroup35723,1.03
isogroup35724,1.5
isogroup35725,-1.21
isogroup35728,0.47
isogroup35729,1
isogroup3573,0.06
isogroup35730,-0.48
isogroup35731,-0.08
isogroup35732,-0.08
isogroup35734,-0.5
isogroup35735,0.15
isogroup35736,0.39
isogroup35737,0.47
isogroup35738,0.01
isogroup35739,1.15
isogroup3574,-0.44
isogroup35740,-0.5
isogroup35741,0.08
isogroup35742,-1.82
isogroup35743,-0.08
isogroup35744,-3.02
isogroup35745,-0.02
isogroup35746,0
isogroup35747,0.23
isogroup35748,-0.67
isogroup3575,-0.09
isogroup35750,0.16
isogroup35753,-0.07
isogroup35754,0.12
isogroup35755,-0.22
isogroup35756,0.66
isogroup35757,-0.07
isogroup35758,2.42
isogroup35759,0.01
isogroup3576,-0.09
isogroup35760,-0.1
isogroup35761,-0.42
isogroup35762,-1.12
isogroup35763,-0.27
isogroup35764,-0.54
isogroup35765,0.23
isogroup35766,1.86
isogroup35767,-0.69
isogroup35768,0.14
isogroup35769,0.15
isogroup3577,-0.15
isogroup35770,-0.57
isogroup35771,-1.52
isogroup35772,0.27
isogroup35773,0.64
isogroup35774,-0.03
isogroup35775,0.02
isogroup35776,0.06
isogroup35777,-0.14
isogroup35778,0.28
isogroup35779,0.79
isogroup3578,0.8
isogroup35780,0.22
isogroup35781,0.15
isogroup35782,1.93
isogroup35783,-0.17
isogroup35784,-0.42
isogroup35785,0.19
isogroup35786,0.19
isogroup35787,0.7
isogroup35788,0.29
isogroup35789,-1.45
isogroup3579,-4.05
isogroup35790,0.51
isogroup35791,0.35
isogroup35792,2.03
isogroup35793,-0.06
isogroup35794,0.93
isogroup35795,-0.12
isogroup35796,-0.57
isogroup35797,-0.51
isogroup35798,0.19
isogroup35799,0.11
isogroup358,-1.66
isogroup3580,1.25
isogroup35800,0.01
isogroup35801,-0.22
isogroup35802,0.16
isogroup35803,0.05
isogroup35804,-0.12
isogroup35805,0.27
isogroup35806,0.3
isogroup35808,0.08
isogroup35809,0.14
isogroup3581,0.61
isogroup35810,-0.14
isogroup35811,-0.65
isogroup35812,0.03
isogroup35814,0.92
isogroup35815,0.98
isogroup35816,0.17
isogroup35817,0.36
isogroup35818,-0.61
isogroup35819,-0.42
isogroup3582,0.07
isogroup35820,-0.55
isogroup35821,0.2
isogroup35822,-0.41
isogroup35823,0.9
isogroup35825,1.05
isogroup35826,-0.84
isogroup35828,-0.23
isogroup35829,-1.31
isogroup3583,-0.4
isogroup35830,0.05
isogroup35832,-0.02
isogroup35835,-0.84
isogroup35836,-0.08
isogroup35837,-0.22
isogroup35838,-0.49
isogroup35839,1.01
isogroup3584,1.59
isogroup35840,0.9
isogroup35841,0.74
isogroup35842,0.6
isogroup35843,0.26
isogroup35844,-0.22
isogroup35845,-0.42
isogroup35847,0.16
isogroup35849,-0.07
isogroup3585,0.73
isogroup35850,0.25
isogroup35851,0.06
isogroup35852,-0.61
isogroup35853,0.01
isogroup35854,0.14
isogroup35855,-1.37
isogroup35856,-0.67
isogroup35857,0.51
isogroup35858,-0.74
isogroup3586,-1.78
isogroup35860,-0.68
isogroup35861,-0.49
isogroup35862,-0.56
isogroup35863,0.08
isogroup35864,0.5
isogroup35865,-0.38
isogroup35866,0.09
isogroup35867,-0.26
isogroup35868,-1.25
isogroup35869,0.24
isogroup3587,0.54
isogroup35871,-2.21
isogroup35874,-0.48
isogroup35875,0.29
isogroup35876,-0.63
isogroup35877,0.18
isogroup35878,0.22
isogroup35879,1.62
isogroup3588,1.05
isogroup35880,-0.02
isogroup35881,0.39
isogroup35882,-0.03
isogroup35883,0.13
isogroup35884,-0.68
isogroup35886,-1.15
isogroup35887,0.64
isogroup35888,0.41
isogroup35889,-0.24
isogroup3589,0.3
isogroup35890,1.16
isogroup35892,0.13
isogroup35893,-1.23
isogroup35894,0
isogroup35895,0.51
isogroup35896,-1.38
isogroup35897,-2.77
isogroup35898,2.05
isogroup35899,1.61
isogroup359,0.23
isogroup3590,0.49
isogroup35900,-0.18
isogroup35901,-0.71
isogroup35902,-0.68
isogroup35903,-0.12
isogroup35904,-0.03
isogroup35905,0.31
isogroup35906,0.23
isogroup35907,0.1
isogroup35908,0.38
isogroup35909,-0.14
isogroup3591,0
isogroup35910,-0.09
isogroup35912,-0.27
isogroup35915,0.21
isogroup35916,0.08
isogroup35917,0.09
isogroup35918,0.01
isogroup35919,0.45
isogroup3592,-1.07
isogroup35920,0.18
isogroup35922,0.18
isogroup35923,0.02
isogroup35924,-0.1
isogroup35925,-0.79
isogroup35926,-1.66
isogroup35928,-1.12
isogroup35929,0.42
isogroup3593,1.45
isogroup35930,2.18
isogroup35931,0.04
isogroup35932,0.4
isogroup35933,0.32
isogroup35934,-0.08
isogroup35935,0.7
isogroup35936,-0.13
isogroup35937,-0.01
isogroup35938,-0.36
isogroup35939,-0.48
isogroup3594,0.14
isogroup35940,-1.06
isogroup35941,-0.01
isogroup35942,-0.84
isogroup35943,0.06
isogroup35944,1.82
isogroup35945,-0.37
isogroup35946,0.11
isogroup35947,0.35
isogroup35948,0.13
isogroup35949,-0.24
isogroup3595,0.2
isogroup35950,0.08
isogroup35951,0.81
isogroup35952,0.31
isogroup35953,-1.15
isogroup35954,1.33
isogroup35956,0.24
isogroup35957,-0.14
isogroup35959,0.09
isogroup3596,0.16
isogroup35960,-0.33
isogroup35961,0.24
isogroup35962,-0.51
isogroup35963,-0.18
isogroup35964,0.07
isogroup35965,-1.21
isogroup35966,0.83
isogroup35967,-0.52
isogroup35968,0.56
isogroup35969,-0.04
isogroup3597,-0.51
isogroup35970,-0.02
isogroup35971,-0.18
isogroup35972,0.07
isogroup35973,0.03
isogroup35974,0.54
isogroup35975,-0.54
isogroup35976,-0.49
isogroup35977,0.77
isogroup35978,-0.57
isogroup35979,-0.46
isogroup3598,-0.1
isogroup35980,-0.02
isogroup35981,-0.44
isogroup35984,0.25
isogroup35985,0.15
isogroup35986,2.3
isogroup35987,0.04
isogroup35988,-1.87
isogroup35989,0.25
isogroup3599,0.53
isogroup35990,0.11
isogroup35991,-0.08
isogroup35992,0.35
isogroup35994,-0.47
isogroup35995,0.69
isogroup35996,0.29
isogroup35997,1.19
isogroup35998,0.6
isogroup35999,-0.09
isogroup36,-0.65
isogroup360,-0.1
isogroup3600,-0.21
isogroup36000,-0.22
isogroup36001,0.28
isogroup36002,7.18
isogroup36003,0.01
isogroup36004,1.1
isogroup36005,1.25
isogroup36006,-0.02
isogroup36007,-0.16
isogroup36008,0.37
isogroup36009,-0.08
isogroup3601,-1.15
isogroup3601.1,1.34
isogroup36010,0.27
isogroup36011,-0.18
isogroup36012,0.24
isogroup36013,1.3
isogroup36014,-0.07
isogroup36015,-1.6
isogroup36016,-0.35
isogroup36017,2.58
isogroup36018,0.19
isogroup36019,-0.66
isogroup3602,-3.03
isogroup36020,0.21
isogroup36021,-0.17
isogroup36022,-0.19
isogroup36023,-0.07
isogroup36024,-0.5
isogroup36025,-0.63
isogroup36026,0.04
isogroup36027,-0.12
isogroup36028,-0.2
isogroup36029,0.09
isogroup3603,-0.1
isogroup36030,0.92
isogroup36031,-0.16
isogroup36032,-0.78
isogroup36033,0.6
isogroup36034,-0.13
isogroup36035,-1.19
isogroup36036,-1.25
isogroup36038,1.57
isogroup36039,-0.77
isogroup3604,-1.59
isogroup36040,-0.12
isogroup36041,0.69
isogroup36042,0.62
isogroup36044,0.11
isogroup36045,0.13
isogroup36046,0.18
isogroup36047,0.02
isogroup36048,-0.28
isogroup3605,1
isogroup36050,0.09
isogroup36051,3.21
isogroup36052,1.66
isogroup36053,0.02
isogroup36054,-0.22
isogroup36055,-1.08
isogroup36056,-0.03
isogroup36059,-0.02
isogroup3606,0.28
isogroup36061,0.54
isogroup36062,-0.1
isogroup36063,0.37
isogroup36064,0.12
isogroup36066,-1.71
isogroup36067,0.69
isogroup36069,0.7
isogroup3607,-3.92
isogroup36070,-1.89
isogroup36071,-0.87
isogroup36072,0.9
isogroup36073,0.18
isogroup36074,-3.56
isogroup36075,-0.11
isogroup36076,0.1
isogroup36077,-0.3
isogroup36078,0.38
isogroup36079,0.05
isogroup3608,-0.38
isogroup36080,0.25
isogroup36081,-0.23
isogroup36083,-0.11
isogroup36085,0.94
isogroup36086,-0.05
isogroup36087,0.39
isogroup36088,-0.69
isogroup36089,-0.98
isogroup3609,-0.14
isogroup36090,-0.02
isogroup36091,-0.51
isogroup36092,0.2
isogroup36093,-1.29
isogroup36094,2.81
isogroup36095,-0.45
isogroup36096,0.43
isogroup36097,0.16
isogroup36099,0.91
isogroup361,0.17
isogroup3610,0.13
isogroup36100,0.89
isogroup36101,-0.56
isogroup36102,-0.09
isogroup36103,-0.3
isogroup36104,-0.02
isogroup36106,0.37
isogroup36107,0.12
isogroup36108,-1.79
isogroup36109,-1.03
isogroup3611,0.54
isogroup36110,1.34
isogroup36111,0.7
isogroup36112,-1.54
isogroup36113,1.89
isogroup36114,0.68
isogroup36115,-0.35
isogroup36117,0.08
isogroup36118,-0.44
isogroup3612,0.5
isogroup36120,-0.08
isogroup36121,-2.81
isogroup36122,-0.04
isogroup36123,0.39
isogroup36124,-0.29
isogroup36126,0.05
isogroup36127,-0.45
isogroup36128,0.71
isogroup36129,0.96
isogroup3613,-1.37
isogroup36130,-0.51
isogroup36131,0.01
isogroup36132,0.7
isogroup36133,-0.09
isogroup36135,0.17
isogroup36137,1.1
isogroup36138,-0.21
isogroup36139,0.16
isogroup3614,-0.4
isogroup36140,0.21
isogroup36141,-1.12
isogroup36142,-0.78
isogroup36143,0.13
isogroup36144,-2.93
isogroup36145,-0.11
isogroup36146,-0.28
isogroup36147,-0.17
isogroup36148,-0.6
isogroup36149,-0.02
isogroup3615,0.1
isogroup36150,0.61
isogroup36151,0.08
isogroup36152,-0.75
isogroup36153,0.33
isogroup36154,0.77
isogroup36156,0.23
isogroup36157,-0.1
isogroup36158,0.29
isogroup36159,0.07
isogroup3616,0.84
isogroup36160,-0.02
isogroup36161,-0.39
isogroup36162,0.38
isogroup36163,0.28
isogroup36164,0.76
isogroup36165,-0.26
isogroup36166,0.3
isogroup36167,-0.68
isogroup36168,0.03
isogroup3617,0.11
isogroup36170,-0.14
isogroup36172,-3.44
isogroup36173,-0.01
isogroup36174,0.15
isogroup36175,0.53
isogroup36176,0.07
isogroup36177,-0.4
isogroup36178,0.54
