gene,lp
isogroup21054,-0.22
isogroup21055,-0.1
isogroup21056,-0.34
isogroup21057,-0.17
isogroup21058,-0.14
isogroup21059,-1.31
isogroup2106,-0.24
isogroup21060,0.08
isogroup21061,0.6
isogroup21062,-1.7
isogroup21063,0.19
isogroup21064,-0.51
isogroup21065,0.27
isogroup21067,-0.57
isogroup21068,1.14
isogroup21069,-0.31
isogroup2107,-2.87
isogroup21070,1.68
isogroup21071,0.2
isogroup21072,-0.18
isogroup21073,-0.5
isogroup21074,1.84
isogroup21075,0.68
isogroup21076,0.02
isogroup21077,-0.11
isogroup21078,0.11
isogroup21079,-0.24
isogroup2108,1.46
isogroup21080,-1.2
isogroup21081,-0.81
isogroup21082,-0.02
isogroup21083,0.82
isogroup21084,-0.51
isogroup21085,-1.59
isogroup21086,0.09
isogroup21087,-0.87
isogroup21088,-1.38
isogroup21089,-0.85
isogroup2109,-0.88
isogroup21090,-0.41
isogroup21091,-0.18
isogroup21092,-0.69
isogroup21093,0.7
isogroup21094,-0.4
isogroup21095,0.27
isogroup21096,-0.18
isogroup21098,-0.22
isogroup21099,-0.58
isogroup211,-0.12
isogroup2110,-0.1
isogroup21100,1.36
isogroup21100.1,-0.14
isogroup21100.2,-0.58
isogroup21101,0.31
isogroup21102,0.43
isogroup21103,0.07
isogroup21104,-0.73
isogroup21105,1.03
isogroup21106,-0.27
isogroup21107,0.25
isogroup21108,0.13
isogroup21109,0.06
isogroup2111,-0.38
isogroup21110,-1.15
isogroup21112,0.37
isogroup21113,0.68
isogroup21114,0.54
isogroup21115,-0.92
isogroup21116,1.68
isogroup21117,2.49
isogroup21118,2.32
isogroup21119,0.55
isogroup2112,-0.35
isogroup21120,-0.55
isogroup21122,0.06
isogroup21123,-0.14
isogroup21124,-0.02
isogroup21125,-0.49
isogroup21126,0.28
isogroup21127,0.51
isogroup21128,0.38
isogroup21129,-0.42
isogroup2113,-0.01
isogroup21131,0.78
isogroup21132,-0.92
isogroup21133,-0.02
isogroup21134,0.68
isogroup21135,-0.37
isogroup21136,-0.33
isogroup21137,1.9
isogroup21138,2.19
isogroup21139,-0.12
isogroup2114,-0.28
isogroup21140,-1.01
isogroup21141,-0.3
isogroup21142,0.05
isogroup21143,-0.72
isogroup21144,1.44
isogroup21145,0.27
isogroup21146,1.35
isogroup21147,3.24
isogroup21148,-0.13
isogroup21149,-0.22
isogroup2115,-0.29
isogroup21150,0.49
isogroup21151,0.3
isogroup21152,-4.78
isogroup21153,0.12
isogroup21154,0.69
isogroup21155,1.08
isogroup21156,-1.22
isogroup21157,0.04
isogroup21158,-2.39
isogroup21159,-5.8
isogroup2116,0.44
isogroup21160,-0.33
isogroup21161,0.25
isogroup21162,-0.32
isogroup21163,0.5
isogroup21164,3.48
isogroup21165,5.11
isogroup21166,-3.13
isogroup21168,0.4
isogroup21169,-0.04
isogroup21170,-0.4
isogroup21171,-0.64
isogroup21172,-0.57
isogroup21173,0.26
isogroup21174,-0.37
isogroup21175,-0.27
isogroup21176,0.01
isogroup21177,-1.13
isogroup21178,-1.47
isogroup21179,-0.96
isogroup2118,-0.02
isogroup21180,0.95
isogroup21181,-0.62
isogroup21182,-1.92
isogroup21183,0.66
isogroup21184,0.35
isogroup21185,-0.1
isogroup21186,-1.08
isogroup21187,-1.57
isogroup21188,-0.79
isogroup21189,-0.04
isogroup21190,1.25
isogroup21192,-0.06
isogroup21193,-0.02
isogroup21194,0.37
isogroup21195,0.74
isogroup21196,-1.49
isogroup21197,-1.07
isogroup21198,-0.31
isogroup21199,2.1
isogroup212,-2.95
isogroup2120,-0.89
isogroup21200,1.69
isogroup21201,-0.33
isogroup21202,0.13
isogroup21203,-0.48
isogroup21204,-0.25
isogroup21205,-0.54
isogroup21206,-0.51
isogroup21207,0.17
isogroup21208,0.02
isogroup21209,-0.69
isogroup2121,0.84
isogroup21210,0.01
isogroup21211,-0.74
isogroup21212,-0.77
isogroup21213,-0.77
isogroup21214,0.64
isogroup21215,-0.15
isogroup21216,-0.02
isogroup21217,0.07
isogroup21218,-0.06
isogroup21219,-0.05
isogroup2122,-1.95
isogroup21220,0.38
isogroup21221,0.29
isogroup21222,-0.39
isogroup21223,-0.42
isogroup21224,0.47
isogroup21225,-0.68
isogroup21226,-0.43
isogroup21227,-0.58
isogroup21228,1.47
isogroup21229,0.31
isogroup2123,0.17
isogroup21230,0.3
isogroup21231,-0.65
isogroup21232,0.26
isogroup21233,-0.27
isogroup21234,1.62
isogroup21235,-0.37
isogroup21236,-0.42
isogroup21237,1.41
isogroup21238,0
isogroup21239,-0.41
isogroup2124,-1.08
isogroup21240,1.02
isogroup21241,0.62
isogroup21242,-0.17
isogroup21243,-0.04
isogroup21244,0.18
isogroup21245,-0.7
isogroup21246,0.31
isogroup21247,0.13
isogroup21248,2.63
isogroup21249,0.18
isogroup2125,1.95
isogroup21250,-0.22
isogroup21251,-0.66
isogroup21252,-0.29
isogroup21253,-0.92
isogroup21254,0.02
isogroup21255,0.1
isogroup21256,-1.05
isogroup21257,-0.01
isogroup21258,0.25
isogroup21259,0.5
isogroup2126,3.32
isogroup21260,0.54
isogroup21261,2.03
isogroup21262,0.39
isogroup21263,0.28
isogroup21264,1.27
isogroup21265,-1.21
isogroup21266,-1.69
isogroup21267,-0.03
isogroup21268,-2.12
isogroup21269,-0.16
isogroup2127,1.22
isogroup21270,-0.17
isogroup21272,-1.46
isogroup21273,-0.45
isogroup21274,-0.31
isogroup21275,0.26
isogroup21276,0.31
isogroup21277,0.35
isogroup21278,0.1
isogroup21279,-0.57
isogroup2128,0.34
isogroup21280,-0.02
isogroup21281,-0.02
isogroup21283,-2.71
isogroup21284,0.4
isogroup21285,1.54
isogroup21286,-0.4
isogroup21287,0.03
isogroup21288,0.36
isogroup21289,-0.29
isogroup2129,0.42
isogroup21290,0.32
isogroup21291,-1.22
isogroup21292,0.26
isogroup21293,-0.54
isogroup21294,-0.02
isogroup21295,-0.3
isogroup21296,-0.06
isogroup21297,0.11
isogroup21298,-0.09
isogroup21299,-1.22
isogroup213,0
isogroup2130,1.03
isogroup21300,-1.51
isogroup21301,-0.28
isogroup21302,0.34
isogroup21303,0.28
isogroup21304,-0.52
isogroup21305,0.16
isogroup21306,-0.82
isogroup21307,-0.57
isogroup21308,-3.05
isogroup21309,0.57
isogroup2131,-0.56
isogroup21310,0.05
isogroup21311,5.09
isogroup21312,0.7
isogroup21313,0.75
isogroup21314,2.56
isogroup21315,1.2
isogroup21316,-1.06
isogroup21317,0.79
isogroup21318,0.17
isogroup21319,-0.81
isogroup2132,1.25
isogroup21320,0.09
isogroup21321,-0.48
isogroup21322,0.23
isogroup21323,0.83
isogroup21324,0.17
isogroup21325,-0.78
isogroup21326,0.1
isogroup21327,0.4
isogroup21328,-0.49
isogroup21329,-0.04
isogroup2133,0.13
isogroup21330,-2.79
isogroup21331,-0.27
isogroup21332,0.08
isogroup21333,-0.06
isogroup21334,-2.39
isogroup21335,-0.4
isogroup21336,-1.01
isogroup21337,-0.39
isogroup21338,0.08
isogroup21339,0.62
isogroup2134,-0.27
isogroup21340,-0.47
isogroup21341,0.64
isogroup21342,-0.68
isogroup21343,0.02
isogroup21344,-0.14
isogroup21345,-0.25
isogroup21346,0.71
isogroup21347,-0.33
isogroup21348,-0.08
isogroup21349,0.09
isogroup2135,0.11
isogroup21351,0.56
isogroup21352,0.42
isogroup21353,-0.21
isogroup21355,0.41
isogroup21356,-0.9
isogroup21357,-0.29
isogroup21358,-0.51
isogroup21359,0.16
isogroup2136,3.1
isogroup21360,0.12
isogroup21361,0.1
isogroup21362,0.23
isogroup21363,-0.06
isogroup21364,0.44
isogroup21365,0.45
isogroup21366,-0.24
isogroup21367,-0.39
isogroup21368,1.61
isogroup21369,-0.28
isogroup2137,-0.22
isogroup21370,-0.5
isogroup21371,0.04
isogroup21372,0.06
isogroup21373,0.7
isogroup21374,-0.7
isogroup21375,0.16
isogroup21376,-0.54
isogroup21377,-0.22
isogroup21378,0.36
isogroup21379,0.86
isogroup2138,0.14
isogroup21380,0.82
isogroup21382,-1.8
isogroup21383,0.32
isogroup21384,-0.12
isogroup21386,-0.12
isogroup21387,0.34
isogroup21388,-0.26
isogroup21389,-0.77
isogroup2139,-0.06
isogroup21390,-0.06
isogroup21391,0.17
isogroup21392,-0.31
isogroup21393,1.52
isogroup21394,1.83
isogroup21395,-0.09
isogroup21396,-0.93
isogroup21397,14.51
isogroup21398,0.75
isogroup21399,-0.5
isogroup214,-0.85
isogroup2140,0.2
isogroup21400,0.76
isogroup21401,0.1
isogroup21402,1.43
isogroup21403,2.48
isogroup21404,-0.57
isogroup21405,-0.61
isogroup21406,-0.02
isogroup21407,0.02
isogroup21408,-0.18
isogroup21409,1.58
isogroup2141,0.12
isogroup21410,-0.05
isogroup21411,-0.32
isogroup21412,0.84
isogroup21413,0.12
isogroup21414,0.31
isogroup21415,0.05
isogroup21416,-0.03
isogroup21417,0.97
isogroup21418,0.11
isogroup2142,-0.88
isogroup21420,-0.38
isogroup21421,-0.64
isogroup21422,1
isogroup21423,-0.15
isogroup21424,-0.11
isogroup21425,-0.05
isogroup21426,-0.09
isogroup21427,-0.13
isogroup21428,-0.45
isogroup2143,1.68
isogroup21430,0.45
isogroup21432,-0.13
isogroup21433,-1.87
isogroup21434,0.38
isogroup21435,-0.1
isogroup21436,-0.8
isogroup21437,1.16
isogroup21438,-1.3
isogroup21439,-0.13
isogroup2144,0.12
isogroup21440,-0.11
isogroup21441,-0.09
isogroup21442,-1.53
isogroup21443,0.11
isogroup21444,-1.07
isogroup21446,-0.25
isogroup21447,0.4
isogroup21448,-0.57
isogroup21449,-0.27
isogroup2145,1.42
isogroup21450,-2.05
isogroup21451,-0.07
isogroup21452,2.01
isogroup21453,-0.2
isogroup21454,0.09
isogroup21455,-0.12
isogroup21456,1.18
isogroup21457,1.25
isogroup21458,0.06
isogroup21459,-0.47
isogroup2146,-1.73
isogroup21460,-2.57
isogroup21461,0.52
isogroup21462,0.54
isogroup21463,14.16
isogroup21464,-0.28
isogroup21465,0.12
isogroup21467,-1.85
isogroup21468,-0.41
isogroup21469,0.05
isogroup2147,-0.33
isogroup21470,-4.32
isogroup21471,-0.1
isogroup21472,-0.08
isogroup21473,0.86
isogroup21474,0.14
isogroup21475,0.07
isogroup21476,0.55
isogroup21477,-0.06
isogroup21478,0.52
isogroup2148,0.13
isogroup21480,-0.45
isogroup21481,-0.59
isogroup21482,-1
isogroup21483,0.05
isogroup21484,-2.71
isogroup21485,-0.09
isogroup21486,-6.74
isogroup21487,-0.2
isogroup21488,-0.25
isogroup21489,-0.4
isogroup2149,-0.56
isogroup21490,-0.67
isogroup21491,0.74
isogroup21492,0.34
isogroup21493,1.52
isogroup21494,0.95
isogroup21495,0.21
isogroup21496,-0.13
isogroup21497,0.42
isogroup21498,-2.74
isogroup215,-0.03
isogroup2150,-0.26
isogroup21500,-0.35
isogroup21502,0.44
isogroup21503,-0.91
isogroup21504,1.24
isogroup21505,0
isogroup21506,2.72
isogroup21507,0.83
isogroup21509,3.38
isogroup2151,0.44
isogroup21510,2.32
isogroup21511,0.47
isogroup21512,0.9
isogroup21513,0.43
isogroup21514,0.88
isogroup21515,-0.5
isogroup21516,-0.02
isogroup21517,-0.22
isogroup21518,-1.2
isogroup21519,-0.14
isogroup2152,-0.81
isogroup21520,-0.19
isogroup21521,0.27
isogroup21522,0.72
isogroup21523,-0.05
isogroup21524,-1.29
isogroup21525,-0.13
isogroup21526,-0.18
isogroup21527,-2.35
isogroup21528,0.67
isogroup21529,0
isogroup2153,-0.08
isogroup21530,-0.89
isogroup21531,-0.3
isogroup21532,-0.28
isogroup21533,-0.38
isogroup21534,-1.56
isogroup21535,-1.16
isogroup21536,-1.25
isogroup21537,-0.24
isogroup21538,0.17
isogroup21539,0.03
isogroup2154,1.32
isogroup21540,-1.32
isogroup21541,0.16
isogroup21542,0.11
isogroup21544,0.51
isogroup21545,0.7
isogroup21546,-1.33
isogroup21547,0.2
isogroup21548,0.56
isogroup21549,-0.27
isogroup2155,-0.01
isogroup21550,0.03
isogroup21551,2.23
isogroup21552,0.1
isogroup21553,-0.14
isogroup21554,0.11
isogroup21555,-0.05
isogroup21556,-1.97
isogroup21557,-2.34
isogroup21558,-0.27
isogroup21559,-1.29
isogroup2156,-0.47
isogroup21560,0.07
isogroup21561,-0.4
isogroup21562,0.26
isogroup21563,-0.13
isogroup21564,0.26
isogroup21565,-0.18
isogroup21566,0.17
isogroup21567,-0.21
isogroup21568,0.13
isogroup21568.1,1.06
isogroup21569,-0.56
isogroup2157,-3.16
isogroup21570,-0.43
isogroup21571,0.05
isogroup21572,-0.11
isogroup21573,0.14
isogroup21574,0.26
isogroup21575,0.12
isogroup21576,1.73
isogroup21577,-0.61
isogroup21578,0.66
isogroup21579,-0.57
isogroup2158,0.48
isogroup21580,-0.19
isogroup21581,0.07
isogroup21582,-0.05
isogroup21583,0
isogroup21584,0.57
isogroup21585,0.69
isogroup21586,-0.34
isogroup21587,-0.05
isogroup21589,-0.08
isogroup2159,-0.54
isogroup2159.1,0.36
isogroup21590,-2.19
isogroup21591,-0.36
isogroup21592,0.87
isogroup21593,0.5
isogroup21594,-0.14
isogroup21595,-0.06
isogroup21596,0.06
isogroup21597,-1.04
isogroup21598,0.01
isogroup21599,-0.48
isogroup216,-1.07
isogroup2160,-0.05
isogroup21600,0.13
isogroup21601,-1.71
isogroup21602,0.24
isogroup21603,-0.09
isogroup21604,-0.45
isogroup21605,0.4
isogroup21606,-0.24
isogroup21607,0.73
isogroup21608,-0.11
isogroup21609,-1.23
isogroup2161,1.18
isogroup21610,-0.17
isogroup21611,0.6
isogroup21612,-0.72
isogroup21613,-0.51
isogroup21614,0.11
isogroup21615,0.28
isogroup21616,-0.22
isogroup21617,0.09
isogroup21618,-0.49
isogroup21619,-0.14
isogroup2162,0.08
isogroup21620,1.94
isogroup21621,-0.17
isogroup21622,-0.62
isogroup21623,-0.02
isogroup21624,0.82
isogroup21626,-0.08
isogroup21627,-0.55
isogroup21628,-0.03
isogroup21629,-1.28
isogroup2163,-0.97
isogroup21630,0.19
isogroup21631,0.27
isogroup21632,1.18
isogroup21633,0.58
isogroup21635,-0.68
isogroup21636,-12.22
isogroup21637,0.17
isogroup21638,2.04
isogroup21639,-0.11
isogroup2164,1.17
isogroup21640,0.09
isogroup21641,-0.81
isogroup21642,-0.65
isogroup21643,-0.27
isogroup21644,-0.02
isogroup21645,0.3
isogroup21646,-1.27
isogroup21647,0.09
isogroup21648,0.6
isogroup21649,-0.52
isogroup2165,0.8
isogroup21650,0.37
isogroup21651,-0.92
isogroup21652,0.32
isogroup21653,-0.54
isogroup21654,-0.93
isogroup21655,-0.92
isogroup21656,0.08
isogroup21657,-1.12
isogroup21658,-0.82
isogroup21659,0.36
isogroup2166,1.11
isogroup21660,-0.41
isogroup21661,0.08
isogroup21662,-0.66
isogroup21663,0.5
isogroup21664,-1.04
isogroup21665,-0.01
isogroup21666,-0.58
isogroup21668,2.61
isogroup21669,-0.03
isogroup2167,-1.88
isogroup21670,0.41
isogroup21671,0.17
isogroup21673,-2.43
isogroup21674,2.17
isogroup21675,0.39
isogroup21676,-0.28
isogroup21678,-0.37
isogroup21679,-0.16
isogroup2168,0.02
isogroup21680,-0.49
isogroup21681,-1.3
isogroup21682,-0.73
isogroup21683,2.4
isogroup21684,0.04
isogroup21685,-0.09
isogroup21686,-0.05
isogroup21687,0.03
isogroup21688,-1.34
isogroup21689,0
isogroup2169,-3.04
isogroup21690,0.59
isogroup21691,0.99
isogroup21692,-0.15
isogroup21693,-0.43
isogroup21694,-0.06
isogroup21695,-0.14
isogroup21696,0.28
isogroup21697,0.99
isogroup21698,0.29
isogroup21699,-0.9
isogroup217,-2.68
isogroup2170,1.94
isogroup21700,0.02
isogroup21701,0.22
isogroup21702,0.54
isogroup21703,0.37
isogroup21704,1.28
isogroup21705,-0.91
isogroup21706,0.35
isogroup21707,-0.69
isogroup21708,0.73
isogroup21709,0.46
isogroup2171,-0.09
isogroup21710,0
isogroup21711,-0.18
isogroup21712,-1.05
isogroup21713,0.42
isogroup21714,-0.45
isogroup21715,-0.05
isogroup21716,0.3
isogroup21717,-0.2
isogroup21718,-0.04
isogroup21719,0.16
isogroup2172,-0.51
isogroup21720,0.11
isogroup21721,0.29
isogroup21722,0.78
isogroup21723,0.68
isogroup21724,0.11
isogroup21725,0.7
isogroup21726,-0.46
isogroup21727,-0.03
isogroup21728,-0.37
isogroup21729,-0.12
isogroup2173,-0.86
isogroup21730,4.33
isogroup21731,-0.41
isogroup21732,0.14
isogroup21733,-1.28
isogroup21734,0.08
isogroup21735,-1.02
isogroup21736,1.14
isogroup21737,3.36
isogroup21738,0.1
isogroup21739,-0.23
isogroup2174,0.08
isogroup21740,0
isogroup21741,-0.18
isogroup21742,0.91
isogroup21743,1.97
isogroup21744,-0.84
isogroup21745,0
isogroup21746,0.01
isogroup21747,0.4
isogroup21748,-0.36
isogroup21749,0.21
isogroup2175,-0.53
isogroup21750,-0.01
isogroup21751,0.06
isogroup21752,0.9
isogroup21753,-1.16
isogroup21754,0.02
isogroup21755,-0.53
isogroup21756,0.36
isogroup21757,-0.17
isogroup21758,-0.5
isogroup21759,-0.41
isogroup2176,0.59
isogroup21760,-0.6
isogroup21761,2.03
isogroup21762,-0.14
isogroup21763,-0.39
isogroup21764,-0.22
isogroup21765,0.68
isogroup21766,0.62
isogroup21767,-0.13
isogroup21768,0.02
isogroup21769,-1.18
isogroup2177,0.14
isogroup21770,0.38
isogroup21771,-0.14
isogroup21772,1.53
isogroup21773,-0.01
isogroup21774,-0.03
isogroup21775,-0.57
isogroup21776,0.67
isogroup21778,-0.98
isogroup21779,0.26
isogroup2178,0.15
isogroup21780,0.48
isogroup21781,-0.53
isogroup21782,0.09
isogroup21783,0.14
isogroup21784,0.74
isogroup21785,-0.22
isogroup21786,1.06
isogroup21787,0.6
isogroup21788,-0.67
isogroup21789,-0.06
isogroup2179,-1.68
isogroup21790,0.35
isogroup21791,0.07
isogroup21792,0.2
isogroup21793,-0.04
isogroup21794,-0.11
isogroup21795,-0.09
isogroup21796,-0.02
isogroup21797,0.05
isogroup21798,0.12
isogroup21799,0.49
isogroup218,0.65
isogroup2180,-2.73
isogroup21800,-1.45
isogroup21801,1.37
isogroup21802,-0.36
isogroup21803,-2.24
isogroup21804,0.77
isogroup21805,2.55
isogroup21806,0.06
isogroup21807,0.14
isogroup21808,0.34
isogroup21809,0.1
isogroup2181,-0.32
isogroup21810,0.47
isogroup21811,0.28
isogroup21812,-0.36
isogroup21813,1.06
isogroup21814,0.5
isogroup21815,0.12
isogroup21816,0
isogroup21817,0.03
isogroup21818,0
isogroup21819,-0.05
isogroup2182,2.59
isogroup21820,-0.54
isogroup21821,0.79
isogroup21822,-0.02
isogroup21823,0.02
isogroup21824,-0.32
isogroup21825,-0.16
isogroup21826,0.37
isogroup21827,-0.21
isogroup21828,0.23
isogroup21829,-0.04
isogroup2183,-0.14
isogroup21831,0.13
isogroup21832,-0.16
isogroup21833,-0.16
isogroup21834,0.04
isogroup21835,-0.09
isogroup21836,-0.64
isogroup21837,-0.55
isogroup21838,0.64
isogroup21839,0.27
isogroup2184,-0.79
isogroup21840,-2.36
isogroup21841,0.24
isogroup21842,-0.68
isogroup21843,-0.81
isogroup21844,-0.5
isogroup21845,-0.31
isogroup21846,0.03
isogroup21847,0.24
isogroup21848,0.05
isogroup21849,0.18
isogroup2185,1.97
isogroup21851,0.17
isogroup21852,1.51
isogroup21853,-1.61
isogroup21854,1.64
isogroup21855,-0.2
isogroup21856,0.07
isogroup21857,0.02
isogroup21858,-0.16
isogroup21859,0.44
isogroup2186,-0.32
isogroup21861,0.02
isogroup21862,-0.78
isogroup21863,-0.06
isogroup21864,-1.34
isogroup21865,0.64
isogroup21866,-11.18
isogroup21867,-1.16
isogroup21868,0.53
isogroup21869,-1.28
isogroup2187,-0.09
isogroup21870,-1.68
isogroup21871,-0.36
isogroup21872,-0.35
isogroup21873,-1.87
isogroup21874,3.94
isogroup21875,0.04
isogroup21876,-0.56
isogroup21877,-1.11
isogroup21878,0.28
isogroup21879,0.5
isogroup2188,-0.19
isogroup21880,-0.75
isogroup21881,-0.2
isogroup21883,-0.17
isogroup21884,0.29
isogroup21885,0.66
isogroup21886,-0.27
isogroup21887,-0.27
isogroup21888,-0.07
isogroup21889,-1.23
isogroup2189,-1
isogroup21890,0.98
isogroup21891,-0.26
isogroup21892,0
isogroup21893,0.18
isogroup21894,0.67
isogroup21895,0.24
isogroup21896,0.09
isogroup21897,0.37
isogroup21898,-0.5
isogroup21899,0.66
isogroup219,-5.26
isogroup219.1,0.36
isogroup2190,-0.14
isogroup21900,0.52
isogroup21901,-0.38
isogroup21902,0.57
isogroup21904,0.87
isogroup21905,-0.17
isogroup21906,-1.07
isogroup21907,-0.13
isogroup21908,-2.86
isogroup21909,-1
isogroup2191,-0.92
isogroup21910,-0.34
isogroup21912,-0.42
isogroup21913,-1.88
isogroup21914,-1.57
isogroup21915,-0.56
isogroup21916,0.81
isogroup21917,-0.83
isogroup21918,0.25
isogroup21919,1.81
isogroup2192,1.86
isogroup21920,-0.14
isogroup21921,0.67
isogroup21922,1.18
isogroup21923,-0.17
isogroup21924,0.44
isogroup21925,-0.02
isogroup21927,-0.67
isogroup21928,-0.35
isogroup21929,0.23
isogroup2193,0.02
isogroup21930,-0.04
isogroup21931,-0.77
isogroup21933,2.18
isogroup21934,0.07
isogroup21935,-0.84
isogroup21936,-0.41
isogroup21937,-0.3
isogroup21938,-0.58
isogroup21939,-0.38
isogroup2194,-1.7
isogroup21940,-0.2
isogroup21941,0.24
isogroup21943,-0.87
isogroup21944,-0.33
isogroup21945,-0.25
isogroup21946,0.43
isogroup21947,-0.81
isogroup21948,-0.09
isogroup21949,0.03
isogroup2195,4.3
isogroup21950,-0.22
isogroup21951,1.35
isogroup21952,0.22
isogroup21953,-0.75
isogroup21954,1.84
isogroup21955,-0.14
isogroup21956,-2.48
isogroup21957,0.38
isogroup21958,-0.14
isogroup21959,0.43
isogroup2196,-0.98
isogroup21960,-0.3
isogroup21961,-0.17
isogroup21962,-0.66
isogroup21963,-0.27
isogroup21964,-0.18
isogroup21965,0.17
isogroup21966,-0.17
isogroup21967,0.37
isogroup21968,0.36
isogroup21969,1.28
isogroup2197,-0.68
isogroup21970,-0.71
isogroup21971,0.11
isogroup21972,-0.64
isogroup21973,1.67
isogroup21974,0.35
isogroup21975,-0.36
isogroup21977,-0.04
isogroup21978,-0.3
isogroup21979,0.41
isogroup2198,-2.75
isogroup21980,-1.8
isogroup21981,0.21
isogroup21982,0.62
isogroup21983,-0.71
isogroup21984,-2.48
isogroup21985,0.11
isogroup21986,0.84
isogroup21987,-0.84
isogroup21988,-0.53
isogroup21989,-0.04
isogroup2199,-0.3
isogroup21990,0.56
isogroup21991,-0.17
isogroup21992,2.07
isogroup21993,0.2
isogroup21994,0.61
isogroup21995,-0.39
isogroup21996,0.29
isogroup21997,0.13
isogroup21998,-0.41
isogroup21999,0.2
isogroup22,-2.37
isogroup220,-1.4
isogroup2200,-0.49
isogroup22000,-0.31
isogroup22001,0.02
isogroup22002,0.11
isogroup22003,1.49
isogroup22004,0.05
isogroup22005,-0.2
isogroup22006,0.55
isogroup22007,0.16
isogroup22008,-0.09
isogroup22009,-0.08
isogroup2201,0.1
isogroup22010,0.48
isogroup22011,-1.09
isogroup22012,2.37
isogroup22013,-0.18
isogroup22014,0.78
isogroup22015,-0.96
isogroup22016,0.06
isogroup22017,-0.29
isogroup22018,0.05
isogroup22019,0.46
isogroup2202,0.26
isogroup22020,0.12
isogroup22021,0.04
isogroup22022,0.07
isogroup22023,0.41
isogroup22024,-0.7
isogroup22025,-1.12
isogroup22026,1.31
isogroup22027,-0.16
isogroup22028,-1.17
isogroup22029,-0.3
isogroup2203,-2
isogroup22030,-0.17
isogroup22031,0.03
isogroup22032,1.76
isogroup22033,-0.18
isogroup22035,-0.33
isogroup22036,-0.2
isogroup22037,-0.24
isogroup22038,-1.39
isogroup22039,0.92
isogroup22040,0.43
isogroup22041,0.56
isogroup22042,0.17
isogroup22043,-0.1
isogroup22044,-1.08
isogroup22045,0.57
isogroup22046,1.04
isogroup22047,2.79
isogroup22048,0.46
isogroup22049,0.66
isogroup2205,-1.5
isogroup22050,-0.7
isogroup22051,0.97
isogroup22052,-0.19
isogroup22053,-0.19
isogroup22054,-0.08
isogroup22055,0.15
isogroup22056,0.37
isogroup22057,-0.17
isogroup22058,0.33
isogroup22059,-0.55
isogroup2206,0.06
isogroup22060,-0.16
isogroup22061,0.43
isogroup22062,1.2
isogroup22063,-0.09
isogroup22064,-0.3
isogroup22065,0.39
isogroup22066,0.87
isogroup22067,-0.06
isogroup22069,-0.27
isogroup2207,-0.01
isogroup22070,-0.09
isogroup22073,0.46
isogroup22074,-0.36
isogroup22075,0.58
isogroup22076,2.61
isogroup22077,-0.64
isogroup22078,0.81
isogroup22079,0.36
isogroup2208,-1.29
isogroup22080,-0.72
isogroup22081,-1.35
isogroup22082,-1.9
isogroup22083,-0.04
isogroup22084,0.61
isogroup22085,0.77
isogroup22086,-0.3
isogroup22087,-0.28
isogroup22088,0.03
isogroup22089,-0.49
isogroup2209,-0.86
isogroup22090,0.3
isogroup22091,-0.81
isogroup22092,0.47
isogroup22093,-0.11
isogroup22094,0.41
isogroup22095,3.59
